lab_id,transect,date_collected,time,pile,collected_by,latitude,longitude,cond_rank,tree,grass,shrub,bare,trap_square,notes,ext_date,ext_notes
odo_2423,T4G3,7/19/18,11:00,5,JD,39.01949,-123.09214,3,10,90,,,"1,2",,2018-08-01,
odo_2424,T4G3,7/19/18,11:08,6,JD,39.01964,-123.09204,4,5,95,,,"1,2",,2018-08-22,
odo_2425,T4G3,7/19/18,11:13,7,JD,39.01968,-123.09209,4,5,95,,,"1,2",,2018-08-22,
odo_2426,T4G3,7/19/18,11:14,8,JD,39.01968,-123.09209,4,5,95,,,"1,2",,2018-08-22,
odo_2427,T4G3,7/19/18,11:23,9,JD,39.01973,-123.09215,4,5,90,5,,"1,2",,2018-08-22,
odo_2428,T4G3,7/19/18,11:35,10,JD,39.01981,-123.09148,3.5,10,90,,,"1,2",,2018-08-22,
odo_2429,T5G3,7/20/18,8:37,1,JD,39.01185,-123.09317,4,5,95,,,"5,1",,2018-08-22,
odo_2430,T5G3,7/20/18,8:46,2,JD,39.01205,-123.09295,3.5,5,95,,,"5,1",,2018-08-22,
odo_2431,T5G3,7/20/18,8:52,3,JD,39.01205,-123.09285,3,10,90,,,"5,1",,2018-08-22,
odo_2432,T5G3,7/20/18,9:01,4,JD,39.01218,-123.0928,4,5,95,,,"5,1",,2018-08-22,
odo_2433,T5G3,7/20/18,9:10,5,JD,39.012137,-123.09251,3.5,,95,,5,"5,2",,2018-08-22,
odo_2434,T5G3,7/20/18,9:19,6,JD,39.01264,-123.09227,3.5,90,,,10,"5,2",,2018-08-22,
odo_2435,T5G3,7/20/18,9:26,7,JD,39.01249,-123.09214,3.5,,100,,,"5,2",,2018-08-22,
odo_2436,T5G3,7/20/18,9:31,8,JD,39.01248,-123.09212,4,,100,,,"5,2",,2018-08-22,
odo_2437,T5G3,7/20/18,9:39,9,JD,39.01255,-123.09199,3.5,5,90,,5,"5,2",,2018-08-22,
odo_2438,T5G3,7/20/18,9:54,10,JD,39.01264,-123.09171,4,10,90,,,"5,2",,2018-08-22,
odo_2439,T6G3,7/20/18,8:33,1,SK,39.01345,-123.08589,4,10,90,,,"5,5",,2018-08-22,
odo_2440,T6G3,7/20/18,8:37,2,SK,39.01335,-123.08581,4,20,80,,,"5,5",pretty scattered,2018-08-22,
odo_2441,T6G3,7/20/18,8:41,3,SK,39.01326,-123.08572,3.5,20,80,,,"5,5",,2018-08-22,
odo_2442,T6G3,7/20/18,8:44,4,SK,39.01327,-123.08571,3.5,20,80,,,"5,5",large clumps,2018-08-22,
odo_2443,T6G3,7/20/18,8:47,5,SK,39.01326,-123.08562,3.5,20,80,,,"5,5",scattered clumps,2018-08-22,
odo_2444,T6G3,7/20/18,8:49,6,SK,39.01328,-123.08561,3.5,10,90,,,"5,5",,2018-08-22,
odo_2445,T6G3,7/20/18,8:50,7,AQ,39.01328,-123.08561,4,10,90,,,"5,5",clumped,2018-08-22,
odo_2446,T6G3,7/20/18,8:52,8,SK,39.01322,-123.08586,4,20,80,,,"5,5",,2018-08-22,
odo_2447,T6G3,7/20/18,8:56,9,SK,39.01324,-123.08558,4,10,90,,,"5,5",dirty/dusty,2018-08-22,
odo_2448,T6G3,7/20/18,8:58,10,SK,39.01324,-123.08559,3.5,5,95,,,"5,5",possbiliy two events,2018-08-22,
odo_2449,T6G3,7/20/18,9:05,11,SK,39.01273,-123.08571,3,5,90,5,,"5,5",few pellets,2018-08-22,
odo_2450,T6G3,7/20/18,9:09,12,SK,39.01273,-123.08567,3,5,90,5,,"5,5","super scattered, dusty",2018-08-22,
odo_2451,T6G3,7/20/18,9:11,13,SK,39.0127,-123.08586,4,,95,5,,"5,5","two piles, only collected top one on hill",2018-08-22,
odo_2452,T6G3,7/20/18,9:13,14,SK,39.01267,-123.08569,4,,95,5,,"5,5",two piles but one eroded,2018-08-22,
odo_2453,T6G3,7/20/18,9:16,15,SK,39.01268,-123.08573,3,,95,5,,"5,5","tiny pellets, fawn?",2018-08-22,
odo_2454,T6G3,7/20/18,9:17,16,SK,39.01268,-123.08573,4,,95,5,,"5,5",,2018-08-22,
odo_2455,T6G3,7/20/18,9:20,17,SK,39.01267,-123.08572,4,20,80,,,"5,5",clumpy,2018-08-22,
odo_2456,T6G3,7/20/18,9:24,18,SK,39.01244,-123.08601,4,10,85,,5,"5,4",,2018-08-22,
odo_2457,T7G3,7/20/18,9:34,1,SK,39.01333,-123.08553,4,20,80,,,"5,5",,2018-08-22,
odo_2458,T7G3,7/20/18,9:37,2,SK,39.0134,-123.08534,3.5,20,80,,,"5,5",,2018-08-22,
odo_2459,T7G3,7/20/18,9:40,3,SK,39.0134,-123.08553,3.5,20,80,,,"5,5",clumped,2018-08-22,
odo_2460,T7G3,7/20/18,9:43,4,SK,39.01342,-123.0855,3,20,80,,,"5,5",,2018-08-22,
odo_2461,T7G3,7/20/18,9:45,5,SK,39.01345,-123.08548,4,20,80,,,"5,5",,2018-08-22,
odo_2462,T7G3,7/20/18,9:48,6,SK,39.01347,-123.08552,4,20,80,,,"5,5",,2018-08-22,
odo_2463,T7G3,7/20/18,9:50,7,SK,39.01347,-123.08552,3.5,20,80,,,"5,5",,2018-08-22,
odo_2464,T7G3,7/20/18,9:56,8,AQ,39.01352,-123.08551,3,10,90,,,"5,5",,2018-08-22,
odo_2465,T7G3,7/20/18,10:01,9,AQ,39.0136,-123.08544,3.5,10,90,,,"4,5",,2018-08-22,
odo_2466,T7G3,7/20/18,10:07,10,AQ,39.0136,-123.08547,4,20,80,,,"4,5",,2018-08-22,
odo_2467,T7G3,7/20/18,10:15,11,AQ,39.0138,-123.08515,3.5,5,95,,,"4,5",,2018-08-22,
odo_2468,T7G3,7/20/18,10:46,12,AQ,39.01406,-123.08426,3,,100,,,"4,5",,2018-08-22,
odo_2469,T8G3,7/23/18,11:17,1,JD,39.0146,-123.09363,3.5,,100,,,"4,1",,2018-08-22,
odo_2470,T8G3,7/23/18,11:22,2,JD,39.01446,-123.09369,3.5,,100,,,"4,1",,2018-08-22,
odo_2471,T8G3,7/23/18,11:29,3,JD,39.01401,-123.09382,4,,100,,,"4,1",clump,2018-08-22,
odo_2472,T8G3,7/23/18,11:31,4,JD,39.01401,-123.09382,4,,100,,,"4,1",clump,2018-08-22,
odo_2473,T8G3,7/23/18,11:39,5,JD,39.01404,-123.09373,4,5,95,,,"4,1",,2018-08-22,
odo_2474,T8G3,7/23/18,11:43,6,JD,39.01408,-123.09362,3.5,10,90,,,"4,1",,2018-08-22,
odo_2475,T9G3,7/24/18,8:42,1,SK,39.0199,-123.0909,3.5,,100,,,"1,3",pretty large,2018-08-22,
odo_2476,T9G3,7/24/18,8:50,2,SK,39.0203,-123.0907,3,,100,,,"1,3","small, fawn?",2018-08-22,
odo_2477,T9G3,7/24/18,8:56,3,SK,39.0202,-123.0907,4,5,95,,,"1,3",clumped,2018-08-22,
odo_2478,T9G3,7/24/18,9:00,4,SK,39.0203,-123.0906,3,,100,,,"1,3","really small, probably not deer",2018-08-22,
odo_2479,T9G3,7/24/18,9:02,5,SK,39.0204,-123.0905,4,,100,,,"1,3",flaking on some pellets,2018-08-22,
odo_2480,T9G3,7/24/18,9:04,6,SK,39.0204,-123.0905,3,,100,,,"1,3",,2018-08-22,
odo_2481,T9G3,7/24/18,9:09,7,SK,39.0204,-123.0905,4,5,95,,,"1,3",clumped,2018-08-22,
odo_2482,T9G3,7/24/18,9:13,8,SK,39.0202,-123.09048,3,,100,,,"1,3",,2018-08-22,
odo_2483,T9G3,7/24/18,9:17,9,SK,39.0203,-123.0904,3.5,,100,,,"1,3",,2018-08-22,
odo_2484,T9G3,7/24/18,9:21,10,SK,39.0203,-123.0903,3.5,,100,,,"1,3",scattered,2018-08-22,
odo_2485,T9G3,7/24/18,9:24,11,SK,39.0203,-123.0903,3,,100,,,"1,3","small, fawn?",2018-08-22,
odo_2486,T9G3,7/24/18,9:27,12,SK,39.0202,-123.0902,3.5,,100,,,"1,3",some riparian infuence on vegetation,2018-08-22,
odo_2487,T9G3,7/24/18,9:31:00,13,SK,39.0202,-123.0902,4,,100,,,"1,3",,2018-08-22,
odo_2488,T9G3,7/24/18,9:34,14,SK,39.0202,-123.0903,3.5,,100,,,"1,3",,2018-08-22,
odo_2489,T9G3,7/24/18,9:36,15,SK,39.0202,-123.0903,4,,100,,,"1,3",,2018-08-22,
odo_2490,T9G3,7/24/18,9:37,16,SK,39.0202,-123.0903,3.5,,100,,,"1,3",small fawn? difficult to swab due to grass,2018-08-22,
odo_2491,T9G3,7/24/18,9:42,17,SK,39.0201,-123.09,3.5,5,95,,,"1,3",,2018-08-22,
odo_2492,T9G3,7/24/18,9:50,18,SK,39.01923,-123.09024,3,5,95,,,"1,3",,2018-08-22,
odo_2493,T9G3,7/24/18,9:54,19,SK,39.01912,-123.09026,3.5,,100,,,"1,3",trail; possibly sheep,2018-08-22,
odo_2494,T9G3,7/24/18,9:56,20,SK,39.01912,-123.09026,3.5,,100,,,"1,3",,2018-08-22,
odo_2495,T9G3,7/24/18,10:00,21,SK,39.0191,-123.09035,4,,100,,,"1,3",,2018-08-22,
odo_2496,T9G3,7/24/18,10:05,22,SK,39.01872,-123.090458,4,,100,,,"2,3",clumped,2018-08-22,
odo_2497,T9G3,7/24/18,10:10,23,SK,39.01864,-123.09048,3,5,95,,,"2,3",,2018-08-22,
odo_2498,T9G3,7/24/18,10:12,24,SK,39.01864,-123.09048,3,5,95,,,"2,3",small,2018-08-22,
odo_2499,T9G3,7/24/18,10:14,25,SK,39.01864,-123.09048,3,5,95,,,"2,3",,2018-08-22,
odo_2500,T9G3,7/24/18,10:19,26,SK,39.01844,-123.09057,3,5,95,,,"2,3",,2018-08-22,
odo_2501,T9G3,7/24/18,10:12,27,SK,39.01859,-123.09061,3,5,95,,,"2,3",,2018-08-22,
odo_2502,T9G3,7/24/18,10:20,28,SK,39.0184,-123.0907,3.5,,100,,,"2,3",,2018-08-22,
odo_2503,T9G3,7/24/18,10:24,29,SK,39.0184,-123.0906,3.5,,100,,,"2,3",,2018-08-22,
odo_2504,T9G3,7/24/18,10:34,30,SK,39.0185,-123.0905,3.5,,100,,,"2,3",,2018-08-22,
odo_2505,T9G3,7/24/18,10:35,31,SK,39.0185,-123.0902,3.5,,100,,,"2,3",,2018-08-22,
odo_2506,T9G3,7/24/18,10:39,32,SK,39.0185,-123.09,3.5,,100,,,"2,3",,2018-08-22,
odo_2507,T9G3,7/24/18,10:39,33,SK,39.0185,-123.09,3,,100,,,"2,3",,2018-08-22,
odo_2508,T10G3,7/24/18,10:43,1,JD,39.01647,-123.08893,4,,90,5,5,"3,3",,2018-08-22,
odo_2509,T10G3,7/24/18,10:52,2,JD,39.01653,-123.08907,4,5,95,,5,"3,3",bare = leaf litter,2018-08-22,
odo_2510,T10G3,7/24/18,11:00,3,JD,39.01657,-123.08911,3.5,10,85,,5,"3,3",,2018-08-22,
odo_2511,T10G3,7/24/18,11:02,4,JD,39.01663,-123.08917,3.5,10,90,,,"3,3",,2018-08-22,
odo_2512,T10G3,7/24/18,11:01,5,JD,39.01665,-123.08922,3.5,10,85,,5,"3,3",,2018-08-22,
odo_2513,T10G3,7/24/18,11:06,6,JD,39.01665,-123.08922,3.5,10,85,,5,"3,3",pile may be same as number five,2018-08-22,
odo_2514,T10G3,7/24/18,11:06,7,JD,39.01665,-123.08922,3.5,10,85,,5,"3,3",trail connected to number 6,2018-08-22,
odo_2515,T10G3,7/24/18,11:19,8,JD,39.01667,-123.08926,3.5,10,85,,5,"3,3",,2018-08-22,
odo_2516,T10G3,7/24/18,11:19,9,JD,39.01667,-123.08926,4,10,85,,5,"3,3","big clumps, could be sheep?",2018-08-22,
odo_2517,T10G3,7/24/18,11:19,10,JD,39.01667,-123.08926,4,10,85,,5,"3,3","big clumps, could be sheep?, may be same as 9",2018-08-22,
odo_2518,T11G3,7/25/18,8:08,1,SK,39.01713,-123.09129,3.5,5,95,,,"2,2",,2018-08-22,
odo_2519,T11G3,7/25/18,8:13,2,SK,39.01713,-123.09127,4,5,95,,,"2,2",some clumping,2018-08-22,
odo_2520,T11G3,7/25/18,8:15,3,SK,39.01713,-123.09127,3.5,5,95,,,"2,2",some clumping,2018-08-23,
odo_2521,T11G3,7/25/18,8:19,4,SK,39.01713,-123.09126,4,5,95,,,"2,2","scattered; 5, 4 may be same",2018-08-23,
odo_2522,T11G3,7/25/18,8:21,5,SK,39.01713,-123.09126,4,5,95,,,"2,2","scattered; 5, 4 may be same",2018-08-23,
odo_2523,T11G3,7/25/18,8:25,6,SK,39.01704,-123.09126,3.5,10,90,,,"2,2",,2018-08-23,
odo_2524,T11G3,7/25/18,8:29,7,SK,39.01701,-123.09126,3.5,10,90,,,"3,2",,2018-08-23,
odo_2525,T11G3,7/25/18,8:32,8,SK,39.01698,-123.09127,4,10,90,,,"3,2","clumped; 8,9 may be same",2018-08-23,
odo_2526,T11G3,7/25/18,8:35,9,SK,39.01698,-123.09127,3.5,10,90,,,"3,2","clumped; 8,9 may be same",2018-08-23,
odo_2527,T11G3,7/25/18,8:39,10,SK,39.01689,-123.09148,3,5,95,,,"3,2",,2018-08-23,
odo_2528,T11G3,7/25/18,8:45,11,SK,39.01714,-123.09202,4,10,90,,,"2,2",2 large clumps,2018-08-23,
odo_2529,T11G3,7/25/18,8:48,12,SK,39.01718,-123.09212,4,10,90,,,"2,2",clumped,2018-08-23,
odo_2530,T11G3,7/25/18,8:51,13,SK,39.01722,-123.09218,4,10,90,,,"2,2",clumped,2018-08-23,
odo_2531,T11G3,7/25/18,8:57,14,SK,39.01719,-123.09223,3.5,10,90,,,"2,2",,2018-08-23,
odo_2532,T11G3,7/25/18,8:58,15,SK,39.01727,-123.09222,4,10,90,,,"2,2",clumped,2018-08-23,
odo_2533,T11G3,7/25/18,9:03,16,SK,39.01738,-123.09222,3,10,90,,,"2,2","16,17 may be same",2018-08-23,
odo_2534,T11G3,7/25/18,9:05,17,SK,39.01738,-123.09222,3,10,90,,,"2,2","16,17 may be same",2018-08-23,
odo_2535,T11G3,7/25/18,9:09,18,SK,39.0174,-123.09224,3,5,95,,,"2,2",,2018-08-23,
odo_2536,T11G3,7/25/18,9:11,19,SK,39.0174,-123.09224,3.5,5,95,,,"2,2",,2018-08-23,
odo_2537,T12G3,7/25/18,9:28,1,SK,39.01932,-123.09364,4,,100,,,"1,1",clumpy,2018-08-23,
odo_2538,T12G3,7/25/18,9:34,2,SK,39.01906,-123.09441,4,,100,,,"1,1",worse quality than originally thought,2018-08-23,
odo_2539,T12G3,7/25/18,9:38,3,SK,39.01904,-123.09448,2.5,,100,,,"1,1",,2018-08-23,
odo_2540,T12G3,7/25/18,9:42,4,SK,39.01901,-123.09449,4,5,95,,,"1,1",dusty,2018-08-23,
odo_2541,T13G3,7/25/18,10:03,1,SK,39.01727,-123.09345,3,10,90,,,"2,1",only collected one of two piles in this location,2018-08-23,
odo_2542,T13G3,7/25/18,10:07,2,SK,39.01721,-123.09343,3.5,5,95,,,"2,1",,2018-08-23,
odo_2543,T13G3,7/25/18,10:11,3,SK,39.01712,-123.09338,4,5,95,,,"2,1",clumpy,2018-08-23,
odo_2544,T13G3,7/25/18,10:13,4,SK,39.01712,-123.09338,3,5,95,,,"2,1",,2018-08-23,
odo_2545,T13G3,7/25/18,10:15,5,SK,39.01712,-123.09338,4,5,95,,,"2,1",clumped,2018-08-23,
odo_2546,T14G3,7/26/18,8:39,1,SK,39.01584,-123.08829,4,,100,,,"3,3",large pile,2018-08-23,
odo_2547,T14G3,7/26/18,8:47,2,SK,39.01589,-123.08843,3,5,95,,,"3,3",,2018-08-23,
odo_2548,T14G3,7/26/18,8:49,3,SK,39.01592,-123.08861,3,5,95,,,"3,3",,2018-08-23,
odo_2549,T14G3,7/26/18,8:55,4,SK,39.01598,-123.08871,3,5,95,,,"3,3",only collected 1 of 2 piles in this location,2018-08-23,
odo_2550,T14G3,7/26/18,9:00,5,SK,39.01612,-123.0892,4,,100,,,"3,3",some clumping,2018-08-23,
odo_2551,T14G3,7/26/18,9:03,6,SK,39.01604,-123.0929,4,,100,,,"3,3",clumped,2018-08-23,
odo_2552,T14G3,7/26/18,9:06,7,SK,39.01591,-123.08936,3.5,5,95,,,"3,3","clumped; 8,9 may be same",2018-08-23,
odo_2553,T14G3,7/26/18,9:07,8,SK,39.01591,-123.08936,3.5,5,95,,,"3,3","clumped; 8,9 may be same",2018-08-23,
odo_2554,T14G3,7/26/18,9:11,9,SK,39.01585,-123.08939,4,5,95,,,"3,3",clumped,2018-08-23,
odo_2555,T14G3,7/26/18,9:13,10,SK,39.01585,-123.08939,3.5,5,95,,,"3,3",,2018-08-23,
odo_2556,T14G3,7/26/18,9:19,11,SK,39.01583,-123.08938,3.5,5,95,,,"3,3",,2018-08-23,
odo_2557,T14G3,7/26/18,9:21,12,SK,39.01579,-123.08943,3.5,5,95,,,"3,3",scattered,2018-08-23,
odo_2558,T14G3,7/26/18,9:26,13,SK,39.0153,-123.08986,4,,100,,,"3,3",collected only 1 of 2 piles in this location,2018-08-23,
odo_2559,T14G3,7/26/18,9:29,14,SK,39.01524,-123.08992,3.5,,100,,,"4,3",,2018-08-23,
odo_2560,T14G3,7/26/18,9:33,15,SK,39.01522,-123.08993,3,,100,,,"4,3","Tried to separate 15,16 but difficult; may have contamination",2018-08-23,
odo_2561,T14G3,7/26/18,9:34,16,SK,39.01522,-123.08993,3.5,,100,,,"4,3","Tried to separate 15,16 but difficult; may have contamination",2018-08-23,
odo_2562,T14G3,7/26/18,9:39,17,SK,39.01519,-123.0894,3.5,,100,,,"4,3",,2018-08-23,
odo_2563,T14G3,7/26/18,9:41,18,SK,39.01519,-123.0894,4,,100,,,"4,3",clumped,2018-08-23,
odo_2564,T14G3,7/26/18,9:44,19,SK,39.01518,-123.08995,4,,100,,,"4,3",,2018-08-23,
odo_2565,T14G3,7/26/18,9:47,20,SK,39.01518,-123.08995,3.5,,100,,,"4,3",,2018-08-23,
odo_2566,T14G3,7/26/18,9:49,21,SK,39.01518,-123.08995,3.5,,100,,,"4,3",,2018-08-23,
odo_2567,T14G3,7/26/18,9:52,22,SK,39.01494,-123.09011,4,5,95,,,"4,3",,2018-08-23,
odo_2568,T14G3,7/26/18,9:55,23,SK,39.01488,-123.09019,3,5,95,,,"4,3",,2018-08-23,
odo_2569,T14G3,7/26/18,9:57,24,SK,39.01488,-123.09019,3.5,5,95,,,"4,3",,2018-08-23,
odo_2570,T14G3,7/26/18,10:03,25,SK,39.01446,-123.09029,3,,100,,,"4,3",,2018-08-23,
odo_2571,T14G3,7/26/18,10:07,26,SK,39.0143,-123.09036,4,,100,,,"4,3",clump,2018-08-23,
odo_2572,T14G3,7/26/18,10:09,27,SK,39.0143,-123.09036,3.5,,100,,,"4,3",may be same as 26,2018-08-23,
odo_2573,T14G3,7/26/18,10:15,28,SK,39.01424,-123.09125,3.5,5,95,,,"4,2",,2018-08-23,
odo_2574,T14G3,7/26/18,10:25,29,SK,39.01585,-123.09086,3.5,5,95,,,"3,2",,2018-08-23,
odo_2575,T14G3,7/26/18,10:29,30,SK,39.01601,-123.0909,3.5,5,95,,,"3,2",,2018-08-23,
odo_2576,T14G3,7/26/18,10:32,31,SK,39.01601,-123.0909,3.5,5,95,,,"3,2",clump,2018-08-23,
odo_2577,T14G3,7/26/18,10:35,32,SK,39.01605,-123.09081,3.5,5,95,,,"3,2",,2018-08-23,
odo_2578,T15G3,7/26/18,9:40,1,"JD, DK",39.01138,-123.09061,3.5,10,90,,,outside,,2018-08-23,
odo_2579,T15G3,7/26/18,9:45,2,"JD, DK",39.01145,-123.09067,4,5,95,,,outside,,2018-08-23,
odo_2580,T15G3,7/26/18,9:47,3,"JD, DK",39.01166,-123.09066,4,5,95,,,outside,,2018-08-23,
odo_2581,T15G3,7/26/18,9:49,4,"JD, DK",39.01166,-123.09066,4,5,95,,,outside,,2018-08-23,
odo_2582,T15G3,7/26/18,9:58,5,"JD, DK",39.0117,-123.09036,4,5,95,,,"5,3",few pellets,2018-08-23,
odo_2583,T15G3,7/26/18,10:01,6,"JD, DK",39.01174,-123.09027,4,5,95,,,"5,3",big clumps,2018-08-23,
odo_2584,T15G3,7/26/18,10:04,7,"JD, DK",39.01178,-123.0902,4,5,95,,,"5,3",dirty pellets,2018-08-23,
odo_2585,T15G3,7/26/18,10:12,8,"JD, DK",39.01191,-123.09002,3.5,5,95,,,"5,3",,2018-08-23,
odo_2586,T15G3,7/26/18,10:16,9,"JD, DK",39.01192,-123.0899,4,,100,,,"5,3",not many pellets,2018-08-23,
odo_2587,T15G3,7/26/18,10:22,10,"JD, DK",39.01196,-123.08968,3,5,95,,,"5,3",,2018-08-23,
odo_2588,T15G3,7/26/18,10:26,11,"JD, DK",39.01193,-123.08961,3.5,5,95,,,"5,3",,2018-08-23,
odo_2589,T15G3,7/26/18,10:31,12,"JD, DK",39.01192,-123.08963,4,5,95,,,"5,3",pellets covered in dirt,2018-08-23,
odo_2590,T15G3,7/26/18,10:39,13,"JD, DK",39.01191,-123.08949,4,10,90,,,"5,3",,2018-08-23,
odo_2591,T15G3,7/26/18,10:41,14,"JD, DK",39.01191,-123.08949,3.5,10,90,,,"5,3",,2018-08-23,
odo_2592,T15G3,7/26/18,10:44,15,"JD, DK",39.01191,-123.08949,4,10,90,,,"5,3",,2018-08-23,
odo_2593,T15G3,7/26/18,10:45,16,"JD, DK",39.01197,-123.08951,4,5,95,,,"5,3",,2018-08-23,
odo_2594,T1G2,9/11/18,10:19,1,JD,39.03069,-123.09673,3.5,,,,100,"5,3","burned grounds, bare",2018-09-26,
odo_2595,T1G2,9/11/18,10:24,2,JD,39.03065,-123.09674,4,,,,100,"5,3","dusty, few pellets",2018-09-26,
odo_2596,T1G2,9/11/18,10:29,3,JD,39.03061,-123.09672,3.5,5,,,95,"5,3",,2018-09-26,
odo_2597,T1G2,9/11/18,10:34,4,JD,39.03033,-123.09615,3.5,5,,,95,"5,3",,2018-09-26,
odo_2598,T1G2,9/11/18,10:47,5,JD,39.03022,-123.09563,3.5,5,,10,85,"5,4",,2018-09-26,
odo_2599,T1G2,9/11/18,10:53,6,JD,39.03028,-123.09557,3.5,,,5,95,"5,4",,2018-09-26,
odo_2600,T1G2,9/11/18,10:56,7,JD,39.03027,-123.09553,3.5,,,5,95,"5,4",few pellets,2018-09-26,
odo_2601,T1G2,9/11/18,11:03,8,JD,39.03036,-123.09464,3.5,,,5,95,"5,4",,2018-09-26,
odo_2602,T1G2,9/11/18,11:15,9,JD,39.02988,-123.09499,4,10,,,90,"5,4",hard to tell outside of grass areas if pellets are burned,2018-09-26,
odo_2603,T1G2,9/11/18,11:18,10,JD,39.02991,-123.09499,4,,,,,"5,4",,2018-09-26,
odo_2604,T1G2,9/11/18,11:20,11,JD,39.0299,-123.09496,4,,,,,"5,4",,2018-09-26,
odo_2605,T1G2,9/11/18,11:20,12,JD,39.0299,-123.09496,3.5,,,,,"5,4",small pellets,2018-09-26,
odo_2606,T1G2,9/11/18,11:30,13,JD,39.03004,-123.09419,3.5,,,,100,"5,4",not on GPS track,2018-09-26,
odo_2607,T2G2,9/11/18,11:57,1,JD,39.03142,-123.09856,4,,,5,95,"4,2",not on GPS track,2018-09-26,
odo_2608,T2G2,9/11/18,12:18,2,JD,39.03206,-123.10026,3.5,10,,,90,"4,2",,2018-09-26,
odo_2609,T2G2,9/11/18,12:22,3,JD,39.03205,-123.10026,3,10,,,90,"4,2",,2018-09-26,
odo_2610,T2G2,9/11/18,12:26,4,JD,39.03201,-123.1003,4,10,,,90,"4,2",,2018-09-26,
odo_2611,T2G2,9/11/18,12:31,5,JD,39.03188,-123.1003,3.5,10,,,90,"4,2",,2018-09-26,
odo_2612,T2G2,9/11/18,12:31,6,JD,39.03188,-123.1003,3.5,10,,,90,"4,2",May be same as 5,2018-09-26,
odo_2613,T2G2,9/11/18,12:39,7,JD,39.03178,-123.10011,3.5,5,,,95,"4,2",,2018-09-26,
odo_2614,T3G2,9/11/18,18:00,1,JD,39.03256,-123.09746,4,,,,100,"4,3",Google maps gps,2018-09-26,
odo_2615,T3G2,9/11/18,18:09,2,JD,39.0326,-123.09766,4,15,,,85,"4,3","east of road, google maps gps",2018-09-26,
odo_2616,T3G2,9/11/18,18:24,3,JD,39.03336,-123.09692,3.5,5,,,95,"3,3",Google maps gps,2018-09-26,
odo_2617,T3G2,9/11/18,18:29,4,JD,39.03349,-123.09684,3.5,5,,,95,"3,3","trail, google maps gps",2018-09-26,
odo_2618,T4G2,9/12/18,9:57,1,JD,39.03333,-123.10061,4,,,,100,"3,1",few pellets,2018-09-26,
odo_2619,T4G2,9/12/18,10:04,2,JD,39.03312,-123.10058,4,,,,100,"3,1",,2018-09-26,
odo_2620,T4G2,9/12/18,10:07,3,JD,39.0331,-123.10058,4,,,,100,"3,1",,2018-09-26,
odo_2621,T4G2,9/12/18,10:20,4,JD,39.0335,-123.10154,4,5,,,95,"3,1","may be same as 5,6",2018-09-26,
odo_2622,T4G2,9/12/18,10:20,5,JD,39.0335,-123.10154,4,5,,,95,"3,1","may be same as 4,6",2018-09-26,
odo_2623,T4G2,9/12/18,10:20,6,JD,39.0335,-123.10154,4,5,,,95,"3,1","may be same as 4,5",2018-09-26,
odo_2624,T4G2,9/12/18,10:33,7,JD,39.03397,-123.10229,3.5,10,,5,85,"3,1",,2018-09-26,
odo_2625,T4G2,9/12/18,10:47,8,JD,39.03361,-123.10287,3.5,15,,,85,"3,1","scattered, may be same as 9",2018-09-26,
odo_2626,T4G2,9/12/18,10:47,9,JD,39.03361,-123.10287,3.5,15,,,85,"3,1",may be same as 8,2018-09-26,
odo_2627,T4G2,9/12/18,10:47,10,JD,39.03361,-123.10287,4,15,,,85,"3,1",,2018-09-26,
odo_2628,T4G2,9/12/18,10:57,11,JD,39.03359,-123.10284,3.5,15,,,85,"3,1","scattered, few pellets",2018-09-26,
odo_2629,T4G2,9/12/18,11:01,12,JD,39.03347,-123.10287,3.5,10,,,90,"3,1",,2018-09-26,
odo_2630,T4G2,9/12/18,11:05,13,JD,39.03343,-123.10287,3,10,,,90,"3,1","Top labeled 13 in marker, side etched as 12(same as previous sample)",2018-09-26,
odo_2631,T4G2,9/12/18,11:08,14,JD,39.03341,-123.10287,4,15,,,85,"3,1",,2018-09-26,
odo_2632,T4G2,9/12/18,11:14,15,JD,39.03312,-123.10294,4,10,,,90,"3,1",,2018-09-26,
odo_2633,T5G2,9/12/18,11:21,1,JD,39.03273,-123.10273,3,5,,10,85,"4,1",,2018-09-26,
odo_2634,T5G2,9/12/18,11:35,2,JD,39.03203,-123.10297,4,,,,100,"4,1",,2018-09-26,
odo_2635,T5G2,9/12/18,11:39,3,JD,39.03201,-123.10294,3.5,5,,,95,"4,1","some pellets burned, some not; very small pellets",2018-09-26,
odo_2636,T5G2,9/12/18,11:43,4,JD,39.03195,-123.10296,3.5,5,,5,90,"4,1",,2018-09-26,
odo_2637,T5G2,9/12/18,11:52,5,JD,39.03156,-123.10288,3.5,5,,,95,"4,1","few pellets, trail",2018-09-26,
odo_2638,T6G2,9/12/18,12:44,1,JD,39.03057,-123.10249,3.5,15,,,85,"5,1","few pellets, trail",2018-09-26,
odo_2639,T6G2,9/12/18,12:44,2,JD,39.03057,-123.10249,3.5,15,,,85,"5,1",may be same as 1,2018-09-26,
odo_2640,T6G2,9/12/18,13:13,3,JD,39.02919,-123.10119,4,15,,5,80,"5,1",,2018-09-26,
odo_2641,T6G2,9/12/18,13:17,4,JD,39.02921,-123.10116,4,20,,,80,"5,1",few pellets,2018-09-26,
odo_2642,T6G2,9/12/18,13:17,5,JD,39.02921,-123.10116,3.5,20,,,80,"5,1",,2018-09-26,
