key,ext_date,extraction_id
1444,1/11/18,odo_1765.sw1
1445,1/11/18,odo_1766.sw1
1446,1/11/18,odo_1767.sw1
1447,1/11/18,odo_1768.sw1
1448,1/11/18,odo_1769.sw1
1449,1/11/18,odo_1770.sw1
1450,1/11/18,odo_1771.sw1
1451,1/11/18,odo_1772.sw1
1452,1/11/18,odo_1773.sw1
1453,1/11/18,odo_1774.sw1
1454,1/11/18,odo_1775.sw1
1455,1/11/18,odo_1776.sw1
1456,1/11/18,odo_1777.sw1
1457,1/11/18,odo_1778.sw1
1458,1/11/18,odo_1779.sw1
1459,1/11/18,odo_1780.sw1
1460,1/11/18,odo_1781.sw1
1461,1/11/18,odo_1782.sw1
1462,1/11/18,odo_1783.sw1
1463,1/11/18,odo_1784.sw1
1464,1/19/18,odo_1785.sw1
1465,1/19/18,odo_1786.sw1
1466,1/19/18,odo_1787.sw1
1467,1/19/18,odo_1788.sw1
1468,1/19/18,odo_1789.sw1
1469,1/19/18,odo_1790.sw1
1470,1/19/18,odo_1791.sw1
1471,1/19/18,odo_1792.sw1
1472,1/19/18,odo_1793.sw1
1473,1/19/18,odo_1794.sw1
1474,1/19/18,odo_1795.sw1
1475,1/19/18,odo_1796.sw1
1476,1/19/18,odo_1797.sw1
1477,1/19/18,odo_1798.sw1
1478,1/19/18,odo_1799.sw1
1479,1/19/18,odo_1800.sw1
1480,1/19/18,odo_1801.sw1
1481,1/19/18,odo_1802.sw1
1482,1/19/18,odo_1803.sw1
1483,1/19/18,odo_1804.sw1
1484,1/19/18,odo_1805.sw1
1485,1/19/18,odo_1806.sw1
1486,1/19/18,odo_1807.sw1
1487,1/19/18,odo_1808.sw1
1488,1/19/18,odo_1809.sw1
1489,1/19/18,odo_1810.sw1
1490,1/19/18,odo_1811.sw1
1491,1/19/18,odo_1812.sw1
1492,1/19/18,odo_1813.sw1
1493,1/19/18,odo_1814.sw1
1494,1/19/18,odo_1815.sw1
1495,1/19/18,odo_1816.sw1
1496,1/19/18,odo_1817.sw1
1497,1/19/18,odo_1818.sw1
1498,1/19/18,odo_1819.sw1
1499,1/19/18,odo_1820.sw1
1500,1/19/18,odo_1821.sw1
1501,1/19/18,odo_1822.sw1
1502,1/19/18,odo_1823.sw1
1503,1/19/18,odo_1824.sw1
1504,1/19/18,odo_1825.sw1
1505,1/19/18,odo_1826.sw1
1506,1/19/18,odo_1827.sw1
1507,1/19/18,odo_1828.sw1
1508,1/19/18,odo_1829.sw1
1509,1/19/18,odo_1830.sw1
1510,1/19/18,odo_1831.sw1
1511,1/19/18,odo_1832.sw1
1512,1/19/18,odo_1833.sw1
1513,1/19/18,odo_1834.sw1
1514,1/19/18,odo_1835.sw1
1515,1/19/18,odo_1836.sw1
1516,1/19/18,odo_1837.sw1
1517,1/19/18,odo_1838.sw1
1518,1/19/18,odo_1839.sw1
1519,1/19/18,odo_1840.sw1
1520,1/19/18,odo_1841.sw1
1521,1/19/18,odo_1842.sw1
1522,1/19/18,odo_1843.sw1
1523,1/19/18,odo_1844.sw1
1524,1/19/18,odo_1845.sw1
1525,1/19/18,odo_1846.sw1
1526,1/19/18,odo_1847.sw1
