lab_id,transect,date_collected,collection_event,time,pile,collected_by,latitude,longitude,cond_rank,tree,grass,shrub,bare,parts_collected,notes,extracted,transect_list,collected_list,collection_event_list
odo_0332,FT18,10/12/17,1,11:22,1,"LB, KG",39.03116,-123.09781,3.5,5,95,0,0,swab x2,,10/16/17(A),FT01,10/15/17,1
odo_0333,FT18,10/12/17,1,11:33,2,"LB, KG",39.03114,-123.09776,4,5,95,0,0,swab x2,,10/16/17(A),FT01,10/16/17,1
odo_0334,FT18,10/12/17,1,11:40,3,"LB, KG",39.03112,-123.09776,4,5,95,0,0,swab x2,,10/16/17(A),FT01,10/25/17,2
odo_0335,FT18,10/12/17,1,11:46,4,"LB, KG",39.03113,-123.09774,3.5,5,95,0,0,swab x2,,10/16/17(A); 10/24/17(B),FT01,11/6/17,3
odo_0336,FT18,10/12/17,1,11:55,5,"LB, KG",39.03108,-123.09769,3.5,5,95,0,0,swab x2,"5B labeled as ""6B""--unable to determine",10/16/17(A),FT01,11/14/17,4
odo_0337,FT18,10/12/17,1,12:01,6,"LB, KG",39.03107,-123.0976,3.5,5,95,0,0,swab x2,bottom of pile was moldy,10/16/17(A),FT02,10/16/17,1
odo_0338,FT18,10/12/17,1,12:07,7,"LB, KG",39.031,-123.0975,3.5,0,100,0,0,swab x2,A and B may be different piles,10/16/17(A),FT02,10/17/17,1
odo_0339,FT18,10/12/17,1,12:14,8,"LB, KG",39.03098,-123.09746,3.5,0,100,0,0,swab x2,,10/16/17(A),FT02,10/26/17,2
odo_0340,FT18,10/12/17,1,12:18,9,"LB, KG",39.03096,-123.09744,4,0,100,0,0,swab x2,,10/16/17(A); 10/24/17(B),FT02,11/7/17,3
odo_0341,FT18,10/12/17,1,12:23,10,"LB, KG",39.03096,-123.09741,4,0,100,0,0,swab x2,10 and 11 could be same pile,10/16/17(A); 10/24/17(B),FT02,11/14/17,4
odo_0342,FT18,10/12/17,1,12:25,11,"LB, KG",39.03096,-123.09741,3.5,0,100,0,0,swab x2,10 and 11 could be same pile,10/16/17(A),FT03,10/27/17,1
odo_0343,FT18,10/12/17,1,12:31,12,"LB, KG",39.03096,-123.0974,4,0,100,0,0,swab x2,dull clump,10/16/17(A),FT03,10/29/17,1
odo_0344,FT18,10/12/17,1,12:37,13,"LB, KG",39.03093,-123.0974,3.5,0,100,0,0,swab x2,very small,10/16/17(A),FT03,11/8/17,2
odo_0345,FT18,10/12/17,1,12:37,14,"LB, KG",39.03093,-123.0974,5,0,100,0,0,swab,no 14B,10/16/17(A),FT03,11/14/17,3
odo_0346,FT18,10/12/17,1,12:43,15,"LB, KG",39.03094,-123.09734,3.5,0,100,0,0,swab x2,,10/16/17(A),FT03,12/21/17,4
odo_0347,FT18,10/12/17,1,12:43,16,"LB, KG",39.03094,-123.09731,3.5,0,100,0,0,swab x2,,10/16/17(A),FT05,10/24/17,1
odo_0348,FT18,10/12/17,1,12:52,17,"LB, KG",39.03093,-123.09731,3.5,0,100,0,0,swab x2,in a line,10/16/17(A),FT05,11/1/17,2
odo_0349,FT18,10/12/17,1,13:00,18,"LB, KG",39.03089,-123.09731,3,0,100,0,0,swab x2,in a line,10/16/17(A),FT05,11/12/17,3
odo_0350,FT18,10/12/17,1,13:08,19,"LB, KG",39.03057,-123.0972,3.5,0,100,0,0,swab x2,A and B are opposite ends of a line,10/16/17(A),FT05,11/17/17,4
odo_0351,FT18,10/12/17,1,13:08,20,"LB, KG",39.03084,-123.09728,3,0,100,0,0,swab x2,,10/16/17(A); 10/24/17(B),FT06,10/14/17,1
odo_0352,FT18,10/12/17,1,13:16,21,"LB, KG",39.03084,-123.09728,3.5,0,100,0,0,swab x2,,10/16/17(A),FT06,10/23/17,2
odo_0353,FT18,10/12/17,1,13:16,22,"LB, KG",39.03082,-123.09727,3,0,100,0,0,swab x2,in a line,10/16/17(A),FT06,10/31/17,3
odo_0354,FT18,10/12/17,1,13:29,23,"LB, KG",39.03084,-123.09723,3.5,0,100,0,0,swab x2,,10/16/17(A),FT06,11/10/17,4
odo_0355,FT18,10/12/17,1,13:35,24,"LB, KG",39.03082,-123.09724,3.5,0,100,0,0,swab x2,,10/16/17(A),FT10,10/25/17,1
odo_0356,FT18,10/12/17,1,14:11,25,"LB, KG",39.03076,-123.09717,3,0,100,0,0,swab x2,,10/17/17(A),FT10,11/2/17,2
odo_0357,FT18,10/12/17,1,14:11,26,"LB, KG",39.03076,-123.09717,3.5,0,100,0,0,swab x2,,10/17/17(A),FT10,11/11/17,3
odo_0358,FT18,10/12/17,1,14:17,27,"LB, KG",39.03072,-123.09717,3,0,100,0,0,swab x2,switched 27 and 28(resolved),10/17/17(A),FT10,11/17/17,4
odo_0359,FT18,10/12/17,1,14:17,28,"LB, KG",39.03074,-123.09715,4,0,100,0,0,swab x2,switched 27 and 28(resolved),10/17/17(A),FT11,10/14/17,1
odo_0360,FT18,10/12/17,1,14:24,29,"LB, KG",39.0307,-123.09712,4,0,100,0,0,swab x2,,10/17/17(A),FT11,10/23/17,2
odo_0361,FT18,10/12/17,1,14:24,30,"LB, KG",39.03065,-123.09707,3.5,0,100,0,0,swab x2,,10/17/17(A),FT11,10/31/17,3
odo_0362,FT18,10/12/17,1,14:39,31,"LB, KG",39.03065,-123.09707,3.5,0,100,0,0,swab x2,same GPS as 30,10/17/17(A); 10/24/17(B),FT11,11/10/17,4
odo_0363,FT18,10/12/17,1,14:43,32,"LB, KG",39.03065,-123.09707,3.5,0,100,0,0,swab x2,same GPS as 30,10/17/17(A),FT13,10/26/17,1
odo_0364,FT18,10/12/17,1,14:46,33,"LB, KG",39.03065,-123.09707,4,0,100,0,0,swab x2,same GPS as 30,10/17/17(A),FT13,11/2/17,2
odo_0365,FT18,10/12/17,1,14:35,34,"LB, KG",39.03065,-123.09707,3.5,0,100,0,0,swab x2,same GPS as 30,10/17/17(A),FT13,11/11/17,3
odo_0366,FT18,10/12/17,1,15:01,35,"LB, KG",39.0306,-123.097,3,0,100,0,0,swab x2,,10/17/17(A),FT13,11/16/17,4
odo_0367,FT18,10/12/17,1,15:08,36,"LB, KG",39.03048,-123.0969,3,0,100,0,0,swab x2,,10/17/17(A),FT14,10/30/17,1
odo_0368,FT18,10/12/17,1,15:09,37,"LB, KG",39.0305,-123.09705,4,0,100,0,0,swab x2,,10/17/17(A); 10/24/17(B),FT14,11/9/17,2
odo_0369,FT18,10/12/17,1,15:11,38,"LB, KG",39.03051,-123.09705,4,0,100,0,0,swab x2,,10/17/17(A); 10/24/17(B),FT14,11/16/17,3
odo_0370,FT18,10/12/17,1,15:17,39,"LB, KG",39.03053,-123.09709,3.5,0,100,0,0,swab x2,,10/17/17(A),FT14,12/19/17,4
odo_0371,FT18,10/12/17,1,15:19,40,"LB, KG",39.03054,-123.09715,3.5,0,100,0,0,swab x2,,10/17/17(A),FT14,12/20/17,4
odo_0372,FT18,10/12/17,1,15:22,41,"LB, KG",39.03055,-123.09711,4,0,100,0,0,swab x2,clumped,10/17/17(A),FT16,10/25/17,1
odo_0373,FT18,10/12/17,1,15:25,42,"LB, KG",39.03054,-123.09718,3.5,0,100,0,0,swab x2,,10/17/17(A),FT16,11/1/17,2
,FT18,10/12/17,1,12:58,,"LB, KG",39.03093,-123.09731,5,0,100,0,0,no collection,,10/16/17(A),FT16,11/13/17,3
,FT18,10/12/17,1,13:25,,"LB, KG",39.03082,-123.09727,5,0,100,0,0,no collection,,10/16/17(A),FT16,12/19/17,4
,FT18,10/12/17,1,13:28,,"LB, KG",39.03084,-123.09726,5,0,100,0,0,no collection,,10/16/17(A),FT17,10/18/17,1
,FT18,10/12/17,1,13:35,,"LB, KG",39.0308,-123.09721,5,0,100,0,0,no collection,,10/17/17(A),FT17,10/19/17,1
,FT18,10/12/17,1,14:32,,"LB, KG",39.03065,-123.09707,5,0,100,0,0,no collection,same GPS as 30,10/17/17(A),FT17,10/26/17,2
odo_0374,FT18,10/13/17,1,9:33,43,"LB, AQ, BHB",39.0306,-123.0973,3,0,75,25,0,,borderline 1m from transect,10/17/17,FT17,11/7/17,3
odo_0375,FT18,10/13/17,1,9:36,44,"LB, AQ, BHB",39.0306,-123.0973,3.5,15,70,15,0,,,10/17/17,FT17,11/15/17,4
odo_0376,FT18,10/13/17,1,9:42,45,"LB, AQ, BHB",39.03056,-123.09757,3.5,15,70,15,0,,,10/17/17,FT18,10/12/17,1
odo_0377,FT18,10/13/17,1,9:47,46,"LB, AQ, BHB",39.03055,-123.097311,4,25,25,50,0,,,10/17/17,FT18,10/13/17,1
odo_0378,FT18,10/13/17,1,9:53,47,"LB, AQ, BHB",39.03028,-123.09703,3.5,0,60,30,10,,,10/17/17,FT18,10/20/17,2
odo_0379,FT18,10/13/17,1,9:59,48,"LB, AQ, BHB",39.03016,-123.09694,3,25,25,50,0,,tiny pellets,10/17/17,FT18,10/29/17,3
odo_0380,FT18,10/13/17,1,9:59,49,"LB, AQ, BHB",39.03016,-123.09694,3,25,25,50,0,,same GPS as 48,10/17/17,FT18,11/9/17,4
odo_0381,FT18,10/13/17,1,9:59,50,"LB, AQ, BHB",39.03016,-123.09694,4,25,25,50,0,,same GPS as 48; borderline eroded,10/17/17,FT19,10/26/17,1
odo_0382,FT18,10/13/17,1,10:09,51,"LB, AQ, BHB",39.03017,-123.09693,3.5,75,10,15,0,,,10/17/17,FT19,11/6/17,2
odo_0383,FT18,10/13/17,1,10:09,52,"LB, AQ, BHB",39.03013,-123.09689,3,0,30,30,40,,slightly off transect?; latitude originally recorded as 39.03103,10/17/17,FT19,11/13/17,3
odo_0384,FT18,10/13/17,1,10:09,53,"LB, AQ, BHB",39.03009,-123.09683,3,0,30,30,40,,,10/17/17,FT19,12/21/17,4
odo_0385,FT18,10/13/17,1,10:20,54,"LB, AQ, BHB",39.03012,-123.09679,3,0,0,20,80,,,10/17/17,FT19,12/22/17,4
odo_0386,FT18,10/13/17,1,10:25,55,"LB, AQ, BHB",39.02998,-123.09657,4,0,90,10,0,,,10/17/17,,,
odo_0387,FT18,10/13/17,1,10:25,56,"LB, AQ, BHB",39.02998,-123.09657,4,0,90,10,0,,same GPS as 55,10/17/17,,,
odo_0388,FT18,10/13/17,1,10:25,57,"LB, AQ, BHB",39.02998,-123.09657,3,0,90,10,0,,same GPS as 55,10/17/17,,,
odo_0389,FT18,10/13/17,1,10:31,58,"LB, AQ, BHB",39.03005,-123.09654,3.5,0,90,10,0,,,10/17/17,,,
odo_0390,FT18,10/13/17,1,10:31,59,"LB, AQ, BHB",39.03005,-123.09654,4,0,90,10,0,,same GPS as 58,10/17/17,,,
odo_0391,FT18,10/13/17,1,10:31,60,"LB, AQ, BHB",39.03005,-123.09654,4,0,90,10,0,,same GPS as 58,10/17/17,,,
odo_0392,FT18,10/13/17,1,10:40,61,"LB, AQ, BHB",39.02994,-123.09637,3.5,50,25,25,0,,next to fence,10/17/17,,,
odo_0393,FT18,10/13/17,1,10:41,62,"LB, AQ, BHB",39.02994,-123.09637,3.5,50,25,25,0,,same GPS; next to fence,10/17/17,,,
odo_0394,FT18,10/13/17,1,10:42,63,"LB, AQ, BHB",39.02995,-123.09629,4,50,25,25,0,,next to fence,10/17/17,,,
odo_0395,FT18,10/13/17,1,10:51,64,"LB, AQ, BHB",39.02989,-123.09621,3.5,10,55,0,35,,,10/17/17,,,
odo_0396,FT18,10/13/17,1,11:15,65,"LB, AQ, BHB",39.02993,-123.09507,3.5,5,90,0,5,,,10/17/17,,,
odo_0397,FT18,10/13/17,1,11:14,66,"LB, AQ, BHB",39.02993,-123.09507,3.5,5,90,0,5,,same GPS,10/17/17,,,
odo_0398,FT18,10/13/17,1,11:16,67,"LB, AQ, BHB",39.02989,-123.09502,3,10,0,0,90,,,10/17/17,,,
odo_0399,FT18,10/13/17,1,11:17,68,"LB, AQ, BHB",39.02989,-123.09502,4,10,0,0,90,,same GPS,10/17/17,,,
odo_0400,FT18,10/13/17,1,11:19,69,"LB, AQ, BHB",39.02991,-123.09499,4,25,0,0,75,,,10/17/17,,,
odo_0401,FT18,10/13/17,1,11:25,70,"LB, AQ, BHB",39.02977,-123.09512,3,10,30,0,60,,,10/17/17,,,
odo_0402,FT18,10/13/17,1,11:25,71,"LB, AQ, BHB",39.02977,-123.09512,3.5,10,30,0,80,,"same GPS; ""buck poop""--clumped",10/17/17,,,
odo_0403,FT18,10/13/17,1,11:29,72,"LB, AQ, BHB",39.02973,-123.09513,3,10,30,0,60,,,10/17/17,,,
odo_0404,FT18,10/13/17,1,11:32,73,"LB, AQ, BHB",39.02968,-123.09504,3.5,20,30,0,50,,,10/20/17,,,
odo_0405,FT18,10/13/17,1,11:32,74,"LB, AQ, BHB",39.02968,-123.09504,4,20,30,0,50,,borderline of transect; same GPS,10/20/17,,,
odo_0406,FT18,10/13/17,1,11:34,75,"LB, AQ, BHB",39.02968,-123.09504,3,20,30,0,50,,same GPS,10/20/17,,,
odo_0407,FT18,10/13/17,1,11:34,76,"LB, AQ, BHB",39.02968,-123.09504,4,20,30,0,50,,same GPS,10/20/17,,,
odo_0408,FT18,10/13/17,1,11:39,77,"LB, AQ, BHB",39.02967,-123.09511,3.5,25,30,0,45,,,10/20/17,,,
odo_0409,FT18,10/13/17,1,11:45,78,"LB, AQ, BHB",39.02962,-123.09513,3,25,30,0,45,,"""buck poop""--clumped",10/20/17,,,
odo_0410,FT18,10/13/17,1,11:48,79,"LB, AQ, BHB",39.02954,-123.09505,4,30,20,0,50,,additional eroded clump next to sample (different pile) not collected,10/20/17,,,
odo_0411,FT18,10/13/17,1,11:48,80,"LB, AQ, BHB",39.02954,-123.09503,3,20,30,0,50,,,10/20/17,,,
odo_0412,FT18,10/13/17,1,11:48,81,"LB, AQ, BHB",39.02954,-123.09503,4,20,30,0,50,,same GPS,10/20/17,,,
odo_0413,FT18,10/13/17,1,11:48,82,"LB, AQ, BHB",39.02956,-123.09506,3.5,20,30,0,50,,,10/20/17,,,
odo_0414,FT18,10/13/17,1,11:48,83,"LB, AQ, BHB",39.02956,-123.09506,3,20,30,0,50,,same gps as 82,10/20/17,,,
odo_0415,FT18,10/13/17,1,11:57,84,"LB, AQ, BHB",39.02956,-123.09506,3.5,20,30,0,50,,same gps as 83,10/20/17,,,
odo_0416,FT18,10/13/17,1,12:03,85,"LB, AQ, BHB",39.02948,-123.09498,3.5,15,15,0,70,,,10/20/17,,,
odo_0417,FT18,10/13/17,1,12:07,86,"LB, AQ, BHB",39.02932,-123.09492,3.5,25,25,0,50,,,10/20/17,,,
odo_0418,FT18,10/13/17,1,12:11,87,"LB, AQ, BHB",39.02934,-123.09492,3,25,5,0,70,,,10/20/17,,,
odo_0419,FT18,10/13/17,1,12:12,88,"LB, AQ, BHB",39.02933,-123.09494,4,10,5,0,85,,,10/20/17,,,
odo_0420,FT18,10/13/17,1,12:15,89,"LB, AQ, BHB",39.02922,-123.09493,3,15,5,0,80,,,10/20/17,,,
odo_0421,FT18,10/13/17,1,12:16,90,"LB, AQ, BHB",39.02933,-123.09494,5,10,5,0,85,,same GPS as 88; buck poop--clumped,10/20/17,,,
odo_0422,FT18,10/13/17,1,12:22,91,"LB, AQ, BHB",39.02924,-123.09496,3.5,15,5,0,80,,,10/20/17,,,
odo_0423,FT18,10/13/17,1,12:23,92,"LB, AQ, BHB",39.02919,-123.09496,4,15,5,0,80,,almost eroded,10/20/17,,,
odo_0424,FT18,10/13/17,1,23:28,93,"LB, AQ, BHB",39.02919,-123.09491,5,20,5,10,65,,,10/20/17,,,
odo_0425,FT18,10/13/17,1,12:30,94,"LB, AQ, BHB",39.02913,-123.0949,3.5,20,5,10,65,,,10/20/17,,,
odo_0426,FT18,10/13/17,1,12:32,95,"LB, AQ, BHB",39.02915,-123.09484,3.5,0,10,20,70,,,10/20/17,,,
odo_0427,FT18,10/13/17,1,12:34,96,"LB, AQ, BHB",39.02915,-123.09484,2.5,0,10,20,70,,same GPS,10/20/17,,,
odo_0428,FT18,10/13/17,1,12:37,97,"LB, AQ, BHB",39.02912,-123.0947,3.5,5,0,20,75,,,10/20/17,,,
odo_0429,FT18,10/13/17,1,12:40,98,"LB, AQ, BHB",39.02906,-123.09475,4,10,0,50,40,,clumped,10/20/17,,,
odo_0430,FT18,10/13/17,1,12:42,99,"LB, AQ, BHB",39.02906,-123.09465,3.5,5,0,20,75,,,10/20/17,,,
odo_0431,FT18,10/13/17,1,12:45,100,"LB, AQ, BHB",39.02907,-123.09463,2,5,0,50,45,,,10/20/17,,,
odo_0432,FT18,10/13/17,1,12:45,101,"LB, AQ, BHB",39.02907,-123.09463,2.5,5,0,50,45,,,10/20/17,,,
odo_0433,FT18,10/13/17,1,12:48,102,"LB, AQ, BHB",39.0291,-123.0946,3,5,0,50,45,,,10/20/17,,,
odo_0434,FT18,10/13/17,1,12:57,103,"LB, AQ, BHB",39.02914,-123.0946,3.5,15,0,30,55,,,10/20/17,,,
odo_0435,FT18,10/13/17,1,12:57,104,"LB, AQ, BHB",39.02914,-123.0946,2.5,15,0,30,55,,same GPS as 103,10/20/17,,,
odo_0436,FT18,10/13/17,1,12:59,105,"LB, AQ, BHB",39.02914,-123.0946,2,15,0,30,55,,same GPS as 103,10/20/17,,,
odo_0437,FT18,10/13/17,1,13:05,106,"LB, AQ, BHB",39.02914,-123.0946,3,15,0,30,55,,same GPS as 103,10/20/17,,,
odo_0438,FT18,10/13/17,1,13:11,107,"LB, AQ, BHB",39.02918,-123.0946,4,30,0,10,60,,"""buck poop"" two big clumps",10/20/17,,,
odo_0439,FT18,10/13/17,1,13:17,108,"LB, AQ, BHB",39.0293,-123.09399,4,0,100,0,0,,,10/20/17,,,
odo_0440,FT18,10/13/17,1,13:18,109,"LB, AQ, BHB",39.02934,-123.09394,3.5,0,100,0,0,,,10/20/17,,,
odo_0441,FT18,10/13/17,1,13:22,110,"LB, AQ, BHB",39.0293,-123.09394,4,0,100,0,0,,,10/20/17,,,
odo_0442,FT18,10/13/17,1,13:22,111,"LB, AQ, BHB",39.0293,-123.09394,2.5,0,95,5,0,,,10/20/17,,,
odo_0443,FT18,10/13/17,1,13:25,112,"LB, AQ, BHB",39.02936,-123.09388,3.5,0,80,20,0,,in a line,10/20/17,,,
odo_0444,FT18,10/13/17,1,13:31,113,"LB, AQ, BHB",39.02933,-123.09386,4,0,100,0,0,,,10/20/17,,,
odo_0445,FT18,10/13/17,1,15:04,114,"LB, AQ, BHB",39.02939,-123.09353,4,0,90,10,0,,,10/20/17,,,
odo_0446,FT18,10/13/17,1,15:05,115,"LB, AQ, BHB",39.02939,-123.09353,3.5,0,90,10,0,,same GPS,10/20/17,,,
odo_0447,FT18,10/13/17,1,15:09,116,"LB, AQ, BHB",39.02939,-123.0938,2.5,0,100,0,0,,,10/20/17,,,
odo_0448,FT18,10/13/17,1,15:09,117,"LB, AQ, BHB",39.02942,-123.0937,5,0,100,0,0,,"""buck poop""",10/20/17,,,
odo_0449,FT18,10/13/17,1,15:12,118,"LB, AQ, BHB",39.02935,-123.09386,3.5,0,90,0,0,,,10/20/17,,,
odo_0450,FT18,10/13/17,1,15:13,119,"LB, AQ, BHB",39.02946,-123.09379,3.5,0,90,10,0,,,10/20/17,,,
odo_0451,FT18,10/13/17,1,15:15,120,"LB, AQ, BHB",39.02945,-123.09373,4,0,100,0,0,,,10/20/17,,,
odo_0452,FT18,10/13/17,1,15:17,121,"LB, AQ, BHB",39.02945,-123.09373,3,0,100,0,0,,same GPS as 120,10/23/17,,,
odo_0453,FT18,10/13/17,1,15:21,122,"LB, AQ, BHB",39.02945,-123.09373,3,0,100,0,0,,same GPS as 120,10/23/17,,,
odo_0454,FT18,10/13/17,1,15:22,123,"LB, AQ, BHB",39.02945,-123.09371,4,0,100,0,0,,,10/23/17,,,
odo_0455,FT18,10/13/17,1,15:22,124,"LB, AQ, BHB",39.02943,-123.09367,3,0,100,0,0,,,10/23/17,,,
odo_0456,FT18,10/13/17,1,15:27,125,"LB, AQ, BHB",39.02953,-123.09362,4,0,100,0,0,,,10/23/17,,,
odo_0457,FT18,10/13/17,1,15:27,126,"LB, AQ, BHB",39.02953,-123.09362,4,0,100,0,0,,same GPS as 125,10/23/17,,,
odo_0458,FT18,10/13/17,1,15:27,127,"LB, AQ, BHB",39.02953,-123.09362,3.5,0,100,0,0,,same GPS as 125,10/23/17,,,
odo_0459,FT18,10/13/17,1,15:33,128,"LB, AQ, BHB",39.02942,-123.09359,4,0,100,0,0,,,10/23/17,,,
odo_0460,FT18,10/13/17,1,15:34,129,"LB, AQ, BHB",39.02939,-123.09356,4,0,100,0,0,,,10/23/17,,,
odo_0461,FT18,10/13/17,1,15:34,130,"LB, AQ, BHB",39.02939,-123.09356,4,0,100,0,0,,same GPS as 129,10/23/17,,,
odo_0462,FT18,10/13/17,1,15:36,131,"LB, AQ, BHB",39.02942,-123.09354,4,0,100,0,0,,,10/23/17,,,
odo_0463,FT18,10/13/17,1,15:38,132,"LB, AQ, BHB",39.02942,-123.09353,4,0,100,0,0,,,10/23/17,,,
odo_0464,FT18,10/13/17,1,15:46,133,"LB, AQ, BHB",39.02935,-123.09288,4,0,20,80,0,,,10/23/17,,,
odo_0465,FT18,10/13/17,1,15:47,134,"LB, AQ, BHB",39.0293,-123.09288,3.5,0,20,80,0,,,10/23/17,,,
odo_0466,FT18,10/13/17,1,15:48,135,"LB, AQ, BHB",39.02922,-123.09282,4,0,90,10,0,,,10/23/17,,,
odo_0467,FT18,10/13/17,1,15:56,136,"LB, AQ, BHB",39.02891,-123.09293,4,0,60,30,10,,,10/23/17,,,
odo_0468,FT18,10/13/17,1,15:57,137,"LB, AQ, BHB",39.02887,-123.0929,4,0,60,30,10,,,10/23/17,,,
odo_0469,FT18,10/13/17,1,15:54,138,"LB, AQ, BHB",39.02879,-123.09283,4,0,60,30,10,,,10/23/17,,,
odo_0470,FT18,10/13/17,1,16:02,139,"LB, AQ, BHB",39.02874,-123.09299,4,10,90,0,0,,,10/23/17,,,
odo_0471,FT18,10/13/17,1,16:02,140,"LB, AQ, BHB",39.02874,-123.09299,4,10,90,0,0,,same GPS as 139,10/23/17,,,
odo_0472,FT18,10/13/17,1,16:06,141,"LB, AQ, BHB",39.02875,-123.09304,3.5,25,75,0,0,,,10/23/17,,,
odo_0473,FT18,10/13/17,1,16:10,142,"LB, AQ, BHB",39.02873,-123.09317,,0,50,0,50,,Both tubes 142 and 143 labeled 143. Collected LB's 142 and AQ's 143. No condition thus recorded officially--142 noted as 3.5 and 143 as 4.,10/23/17,,,
odo_0474,FT18,10/13/17,1,16:11,143,"LB, AQ, BHB",39.02869,-123.09317,,0,50,0,50,,Both tubes 142 and 143 labeled 143. Collected LB's 142 and AQ's 143. No condition thus recorded officially--142 noted as 3.5 and 143 as 4.,10/23/17,,,
odo_0475,FT18,10/13/17,1,16:17,144,"LB, AQ, BHB",39.02864,-123.09334,5,0,80,0,20,,,10/23/17,,,
odo_0476,FT18,10/13/17,1,16:18,145,"LB, AQ, BHB",39.02852,-123.09342,4,0,80,0,20,,,10/24/17,,,
odo_0477,FT18,10/13/17,1,16:20,146,"LB, AQ, BHB",39.02849,-123.09351,3.5,0,80,0,20,,,10/24/17,,,
odo_0478,FT18,10/13/17,1,16:22,147,"LB, AQ, BHB",39.02839,-123.09361,4,0,60,0,40,,,10/24/17,,,
odo_0479,FT18,10/13/17,1,16:25,148,"LB, AQ, BHB",39.02829,-123.09364,2.5,0,100,0,0,,,10/24/17,,,
odo_0480,FT18,10/13/17,1,16:28,149,"LB, AQ, BHB",39.02829,-123.09367,4,0,100,0,0,,within 1m of last pile,10/24/17,,,
odo_0481,FT18,10/13/17,1,16:30,150,"LB, AQ, BHB",39.02819,-123.0937,4,0,100,0,0,,in a line,10/24/17,,,
odo_0482,FT18,10/13/17,1,16:34,151,"LB, AQ, BHB",39.02824,-123.09371,3.5,0,100,0,0,,,10/24/17,,,
odo_0483,FT18,10/13/17,1,16:38,152,"LB, AQ, BHB",39.028,-123.09362,5,0,100,0,0,,white speckles all over sample--maybe mold?,10/24/17,,,
odo_0484,FT18,10/13/17,1,16:44,153,"LB, AQ, BHB",39.02769,-123.09332,4,40,20,0,40,,,10/24/17,,,
odo_0485,FT18,10/13/17,1,16:51,154,"LB, AQ, BHB",39.02789,-123.09291,3.5,40,0,0,60,,,10/24/17,,,
odo_0486,FT18,10/13/17,1,16:51,155,"LB, AQ, BHB",39.02789,-123.09291,3.5,40,0,0,60,,same GPS; less than 1m from previous pile,10/24/17,,,
odo_0487,FT18,10/13/17,1,17:05,156,"LB, AQ, BHB",39.02922,-123.09292,3.5,0,60,30,10,,possibly alread sampled?,10/24/17,,,
odo_0488,FT18,10/13/17,1,17:12,157,"LB, AQ, BHB",39.02933,-123.09289,4,0,0,50,50,,,10/24/17,,,
odo_0489,FT18,10/13/17,1,17:14,158,"LB, AQ, BHB",39.02941,-123.09298,3.5,0,0,60,40,,,10/24/17,,,
,FT18,10/13/17,1,9:53,,"LB, AQ, BHB",39.03028,-123.097,5,0,50,50,0,no collection,"old, white, dried out",10/17/17,,,
,FT18,10/13/17,1,9:57,,"LB, AQ, BHB",39.03027,-123.09698,5,10,50,40,0,no collection,"old, white, dried out",10/17/17,,,
,FT18,10/13/17,1,12:29,,"LB, AQ, BHB",39.02919,-123.09491,5,20,5,10,65,no collection,"same GPS; ""buck poop""; moldy",10/20/17,,,
,FT18,10/13/17,1,16:36,,"LB, AQ, BHB",39.02811,-123.09365,5,0,100,0,0,no collection,,10/24/17,,,
,FT18,10/13/17,1,15:40,,"LB, AQ, BHB",39.02942,-123.09353,5,0,100,0,0,no collection,same GPS as 132,10/23/17,,,
,FT18,10/13/17,1,16:43,,"LB, AQ, BHB",39.02776,-123.09324,5,30,70,0,0,no collection,moldy,10/24/17,,,
odo_0490,FT06,10/14/17,1,9:33,1,"AQ, BHB",38.98964,-123.08156,3.5,0,100,0,0,swab,bedding site,10/24/17,,,
odo_0491,FT06,10/14/17,1,9:47,2,"AQ, BHB",38.99001,-123.08122,3,10,90,0,0,swab,,10/24/17,,,
odo_0492,FT06,10/14/17,1,9:59,3,"AQ, BHB",38.9902,-123.0809,3,0,80,10,10,swab,clumped,10/24/17,,,
odo_0493,FT06,10/14/17,1,10:08,4,"AQ, BHB",38.99028,-123.08078,3,5,80,5,10,swab,,10/27/17,,,
odo_0494,FT06,10/14/17,1,10:16,5,"AQ, BHB",38.99032,-123.08078,3,0,90,0,10,swab,,10/27/17,,,
odo_0495,FT06,10/14/17,1,10:27,6,"AQ, BHB",38.99054,-123.08024,3.5,0,100,0,0,swab,clumped,10/27/17,,,
odo_0496,FT06,10/14/17,1,10:32,7,"AQ, BHB",38.99053,-123.08011,3,0,100,0,0,swab,,10/27/17,,,
odo_0497,FT06,10/14/17,1,10:52,8,"AQ, BHB",38.99111,-123.0796,5,50,30,0,20,swab,,10/27/17,,,
odo_0498,FT06,10/14/17,1,11:00,9,"AQ, BHB",38.99135,-123.07931,4,10,90,0,0,swab,a little clumped,10/27/17,,,
odo_0499,FT06,10/14/17,1,11:01,10,"AQ, BHB",38.99135,-123.07931,4,10,90,0,0,swab,same GPS as #9; clumped,10/27/17,,,
odo_0500,FT06,10/14/17,1,11:27,11,"AQ, BHB",38.99114,-123.07931,,50,0,0,50,swab,,10/27/17,,,
odo_0501,FT06,10/14/17,1,11:56,12,"AQ, BHB",38.99051,-123.08029,3,0,100,0,0,swab,,10/27/17,,,
odo_0502,FT06,10/14/17,1,11:57,13,"AQ, BHB",38.99051,-123.08029,4,0,100,0,0,swab,same GPS,10/27/17,,,
odo_0503,FT06,10/14/17,1,12:05,14,"AQ, BHB",38.99038,-123.08065,3.5,0,100,0,0,swab,,10/27/17,,,
